url,title,image_url,description,ingredient,step,match_ingredient
https://icook.tw/recipes/97897,Mimi♥草莓蒸布丁【電鍋料理】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97897/large_6e5672d6816b893f.jpg,草莓的微酸與布丁的甜蜜，每吃一口都感受到酸甜一起湧上的滋味，戀愛的感覺就在草莓蒸布丁中回味無窮！咪咪愛料理歡迎你！ FB社團： https://www.f...,草莓|鮮乳|蛋|糖|,1.將草莓每顆切成4片。|2.將鮮乳與草莓一起加熱，加入糖攪拌，不要煮滾，只要糖全部融化即可離火。|3.煮過的鮮乳放涼至室溫，倒入蛋汁中攪勻。|4.將蛋汁過篩倒入模具中或瓷杯中，電鍋外鍋加1米杯水，等水滾後再放入模具，外鍋蓋不要密合，留一個小縫或插一支筷子，蒸8分鐘取出。|5.可冷藏2小時後食用，也可以趁熱吃，在布丁上點綴草莓及薄荷即可上桌。|,草莓|蛋黃醬|糖|優格|
https://icook.tw/recipes/14509,品靚上菜-五味軟絲,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/14509/large_97cbca2899c033eb.jpg, name=,軟絲|薑片葱段|薑末|蒜末|赤砂糖|黑醋|蕃茄醬|,"1.先將軟絲外層的皮撕去，剖開後成一大片軟絲，分成三等份(因為這尾比較肥大所以我分成三等份~ (尺寸如圖)|2.|3.第一先劃直線，垂直的線條約0.5公分寬畫滿整片，不要切斷唷|4.第二再劃橫線，第一刀第二刀不切斷，第三刀再切斷成一片|5.如果切的比較細可以多劃幾刀後再切斷|6.這樣就是一片片的感覺|7.川燙軟絲的備料完成|8.起一鍋水將<span class=""group_1"">川燙配料</span>加進去，水滾後把軟絲放進去即關火，蓋鍋蓋約十秒打開，軟絲變白即撈起~|9.另備一鍋冰水等川燙好馬上放進去降溫|10.等漂涼後就可以瀝乾水份盛盤|11.另起鍋煮五味醬，將<span class=""group_2"">五味醬</span>的蕃茄醬先煮開再將其它材料加入煮勻即可^^|",薑|薑|蒜|糖|醋|優格|
https://icook.tw/recipes/97715,海鮮粥,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97715/large_08ac1d4fc3b635a0.jpg,溼冷的夜晚，最適合來碗粥暖暖胃。剛好有用昆布泡的高湯，蝦子及象牙蚌的內臟（之前食用象牙蚌生魚片剩下的）。加上高麗菜、紅蘿蔔絲燉煮，ㄧ整個滿滿的鮮味，讓人大...,昆布高湯|象牙蚌內臟|蝦子|高麗菜絲|紅蘿蔔絲|鮮香菇|薑絲|香菜|鹽|白胡椒粉、香油|米飯|,1.高湯加蝦殼煮滾（用篩網裝蝦殼，方便之後取出）。|2.蝦子去殼去腸泥，備用。象牙蚌切成小塊狀備用。高麗菜切成絲，紅蘿蔔切成絲，鮮香菇切成片，備用。|3.加入昆布、薑絲、紅蘿蔔絲、高麗菜絲、米飯、菇類，煮滾後輕輕攪動，轉小火煮約10分鐘。|4.加入蝦子、象牙蚌與鹽，攪拌均勻，再煮5分鐘把海鮮煮熟就可熄火。|5.食用時依個人喜好可加白胡椒粉、香油，上頭灑些香菜即可。|,蝦|高麗菜|薑|香菜|鹽|油|飯|優格|
https://icook.tw/recipes/97806,金沙蝦球,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97806/large_564ba197ea0f147a.jpg,金沙蝦球主要應用炒到起泡的鹹蛋黃，加上蔥蒜辣椒以及胡椒鹽的香味，吃起來很過癮。,草蝦蝦仁|地瓜粉|蛋清|鹹蛋蛋黃|蔥蒜末以及辣椒末|胡椒鹽|,1.蝦仁開背，可以把蝦背剖深一點（但不要切斷），蝦球炸起來會比較大|2.將蝦仁用餐巾紙吸乾水分後，加入蛋清稍微攪拌一下後，加一匙地瓜粉與蝦仁輕輕攪拌。|3.熱油鍋，當油溫達150度後，將蝦仁再度沾上地瓜粉乾粉，既可下鍋炸，下鍋炸時不要急著攪拌，等蝦球定型後，提高油溫炸至金黃色後即可撈出瀝油|4.在平底鍋內加一大匙油，油燒熱後加入鹹蛋蛋黃輕輕攪散，等到鹹蛋黃已經充分攪散並且起泡泡後，下蔥末蒜末以及辣椒末充分攪拌爆香，再下剛剛炸好的蝦球以及適量胡椒鹽充分拌炒，即可起鍋|,蝦|蛋|蛋|蒜|胡椒|優格|
https://icook.tw/recipes/97812,白醬蟹肉南瓜焗飯,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97812/large_073aae2220a6dde5.jpg,看著起司溶化在飯上，表面烤的金黃的色澤，整個就讓人食慾大開，這就是焗烤誘人的一面啊~~♡,白飯(隔夜)|蟹管肉|南瓜|洋蔥|花椰菜|起司絲|北海道奶油料理塊|水|黑胡椒|米酒|鹽|,1.洋蔥切小丁，南瓜切薄片，蟹管肉洗淨後用醃料醃10分鐘備用。|2.取鍋，加一點食用油將洋蔥炒軟。|3.再將南瓜薄片放入，中小火炒香。|4.放入水及調理塊，小火攪拌到調理塊溶化。|5.將煮熟的南瓜薄片攪碎。|6.轉中火放入蟹管肉煮熟，並加點黑胡椒提味。|7.轉小火放入白飯拌勻後起鍋。|8.將飯裝入可入烤箱的容器中，花椰菜擺在最上面。|9.在上面鋪上起司絲。|10.烤箱預熱，180度烤到起司溶化上色即可。|,飯|南瓜|洋蔥|起司|奶油|胡椒|鹽|優格|
https://icook.tw/recipes/97822,瑪莉廚房：香蔥豬肉捲餅,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97822/large_dc593f0674587b24.jpg,煎好的《香蔥豬肉捲餅》切開來可以看到裡面一圈一圈的餅皮包裹著餡料金黃酥脆的外皮吃得到麵麥香內餡的蔥香與鮮甜的肉香交融真得很好吃喔！！,製作《餡料》|青蔥|豬絞肉|胡椒、香油|鹽、糖|太白粉|製作《餅皮麵糰》|中筋麵粉|低筋麵粉|酵母粉|細砂糖|鹽|溫水|,1.封上保鮮膜存放冰箱備用。|2.※ 溫水指手摸不燙的程度，水溫不要超過40度。|3.發酵後的麵糰切割成 12 份 (約每個80g)|4.以免裡面的餡料跑出來了。|5.靜置 20~30分鐘做最後發酵，即可下油鍋煎食了。|6.要吃的時候從冰箱取出無需解凍可直接煎食。|7.讓這款《香蔥豬肉捲餅》好吃又有趣~|,蔥|油|糖|麵|麵粉|麵粉|糖|鹽|優格|
https://icook.tw/recipes/97538,茄汁雞塊,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97538/large_6829b73ffb7c6d94.jpg,不用油.簡單將材料醃一下.口感柔和.好吃.簡單又下飯的一道料理～,雞腿肉去骨|蕃茄醬|醬油|砂糖|日式美奶滋|蒜末|,1.將雞肉切成小塊後.和所有調味料一起放入塑膠袋中抓勻.放入冰箱30分鐘.|2.再將醃好的雞塊直接倒入鍋中.用小火慢慢煎熟即可.|3.茄汁雞塊便當|,油|糖|蒜|優格|
https://icook.tw/recipes/97769,香煎香料馬鈴薯里肌,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97769/large_812430d4b1b864b1.jpg,"用剩下的材料,速速來道香料馬鈴薯里肌,簡單又美味,不妨試試^^♥歡迎光臨【凱莉兔的料理party】https://www.facebook.com/kel...",梅花里肌豬排|馬鈴薯|義大利香料|迷迭香|鹽|黑胡椒|,"1.馬鈴薯洗淨切塊(此款馬鈴薯薯薄皮款,皮可食用,不影響口感)|2.平底鍋少油熱鍋,將馬鈴薯放入煎至外表微金黃|3.放入切成適當大小的里肌一起煎熟,倒入適量的義大利香料,迷迭香,鹽和黑胡椒調味即可|",馬鈴薯|鹽|胡椒|優格|
https://icook.tw/recipes/97793,Mimi♥老菜脯雞湯【電鍋料理】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97793/large_90fe87b6d6a351b2.jpg,老菜脯是古人的智慧，烹調為湯或是泡茶都對咳嗽嗓啞有不錯的作用，經過十年以上的醃製產生的風味迷人，煮出來的雞肉有煙燻的香氣，湯頭更有回甘餘韻在口中！咪咪愛料...,土雞|老菜脯|老薑|枸杞|酒|水|,1.老菜脯在過去叫做窮人的人蔘，據說有解毒，解酒，治咳護嗓， 改善糖尿病，心血管疾病，便秘等功效。我使用的這一瓶是婆婆自己醃製的超過20年的老菜脯。|2.取出洗淨不要泡水。一鍋湯大約用兩三條就夠了，我這次煮得太多，湯非常濃郁，一般煮出應是金黃色的湯，我的變成黑金色的湯。|3.將雞肉先川燙去血水，放入陶鍋中，加入薑片、老菜脯，加酒及水至完全淹蓋食材，加蓋後放入電鍋，外鍋加2米杯水，開關跳起後加入枸杞，悶3分鐘即可。|4.取出後不需加鹽，老菜脯醃製時已加重鹽，本身含有酵素，喝完有餘甘，湯中的雞肉吃起來有煙燻的香氣，是溫補的好湯。|,薑|優格|
https://icook.tw/recipes/97772,培根米Pizza~懶人料理【穀盛壽喜燒】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97772/large_0e700ef343ff00de.jpg,"將白飯拌入鹹甜的醬汁,鋪上喜歡的料及起司絲,金黃濃郁的米pizza就完成了~不僅營養作法又超簡單,小朋友好愛呀!歡迎來尋找幸福滋味 https://www...",白飯|榖盛壽喜燒|蛋|培根|蔬菜|起司絲|油|,"1.備料|2.將白飯和榖盛壽喜燒.蛋液拌勻|3.烤盤先刷上一層油,將作法2.鋪平在烤盤上|4.鋪上起司絲及洋蔥|5.鋪上培根及蔬菜,再鋪起司絲,以烤箱180烤10分鐘(上面可蓋鋁泊),再轉到230烤至金黃即可|",飯|蛋黃醬|培根|起司|奶油|優格|
https://icook.tw/recipes/97464,南瓜蒸肉丸,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97464/large_6695d1f8bec24b15.jpg,利用家中冰箱現有材料，做成鮮嫩的蒸肉丸。而蒸出來的湯汁淋在白飯上，喔~~這滋味只能說真好吃啊!!!,豬絞肉|南瓜|洋蔥|蔥花|醬油|米酒|鹽|細砂糖|胡椒粉|香油|太白粉|,1.洋蔥及南瓜切碎小丁備用。|2.將所以材料及調味料加入碗中。|3.以同一方向攪拌均勻，攪拌到肉產生黏性後，放置10分鐘備用。|4.將肉分成2份，雙手相互摔拍塑型成肉丸，放置容器中。(肉丸大小看各人)|5.放入水已煮滾冒煙的蒸鍋中，以中大火蒸約25~30分鐘即可。|,南瓜|洋蔥|蔥|油|鹽|糖|胡椒|油|優格|
https://icook.tw/recipes/97933,芋仔粥,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97933/large_a7a8a59c740d4fdb.jpg,芋仔粥～芋頭融合在米飯與肉菜湯汁中，更提昇粥的香氣與濃稠感，讓粥品更順口、美味。歡迎您來逛逛哦～https://www.facebook.com/S.G....,芋頭|乾香菇（大）|肉絲（里肌肉）|蝦皮|紅蘿蔔|高麗菜|香菜/蔥珠/芹菜（任ㄧ）|米飯|水|調味料|油蔥酥|胡椒粉|鹽|,1.準備所有食材。|2.乾香菇泡熱水約10分鍾，泡軟洗淨。|3.芋頭、紅蘿蔔削皮，肉、菜類整理與清洗，芋頭切滾刀大塊，香菜切小段，其他切絲。|4.備鍋，放入少許油，熱油後放入肉絲、香菇、蝦皮，先炒香 至肉變白。|5.（或芋頭先炸至半熟，在此步驟加入即可）|6.加水煮至芋頭快熟時，加入調味料。|7.加入乾飯，煮至米飯軟有黏稠性出現，再加入高麗菜，菜熟後即可。|8.最後成碗，灑上芹菜珠（或蔥珠、香菜）。|,蝦|高麗菜|芹菜|飯|油|胡椒|鹽|優格|
